Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2025-11-08 12:35:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7392902690441285632,"Folks have generally latched onto the notion of asking their Gen AI to create a plan, and then execute it.""
""""
""Have you noticed that, just like with people, when it's executed we learn more about what should have been in the plan?""
""""
""And, just like with people, I think it's a good idea to update the plan as we learn, so that by the time we complete the execution, what we have is a fully up to date and validated plan.""
""""
""When things go wrong, you can always ask questions like ""why didn't we catch this in the plan?"" You can start making important decisions like what stays in the plan and what you accept as just a bump in execution that doesn't deserve to be in the plan.""
""""
""Notice as you do this, how your tacit knowledge and experience comes to play. Did you realize you knew all this stuff?","","",MEMBER_NETWORK
2025-11-07 13:22:53,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7392552123386789888,"There seems to be some thinking that developers would have no idea what to do with ROI data. Most of the time I see this, nobody's tried.""
""""
""The most effective teams I've met knew how everything they did impacted the business, and used their knowledge and skills to find better impacts. It's what made them effective, applying the skills THEY have to the business problem at hand rather than playing short-order cook.","","",MEMBER_NETWORK
2025-11-07 11:22:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7392521881846906880,"There are two specific kinds of complicated in your code and day to day work.""
""""
""Essential complication is because your business domain, as it intersects with the real world, is complicated. This is essential because you actually have to solve real world challenges.""
""""
""Accidental complication is because we kinda suck at making software. Larger organizations are especially prone to over-engineered approaches that introduce far more complication than is actually demanded by the problem. We often do this claiming ""scalability"" or ""security"" or other ""ilities"" but in many cases it makes things less so. Misalignment between people and groups, and the sheer effort to make anything happen at all leads to ""it works, don't touch it"" and folks so elated that they got _anything_ to work that anything is what often makes it into the code, and sticks there like that mouldy cheese nobody wants to touch in the fridge.""
""""
""And, at scale, complicated is where your money goes. At scale. Large amounts of it. Overly specific thin-sliced job roles, overly complicated internal processes, overly complicated infrastructure, poor developer experience, all of these places bleed money at your shop.""
""""
""Enter Gen AI, and both of its knife-edges. On one edge, it has read a lot of overcomplicated code and will replicate those patterns handily for you. On the other edge, you can slice out complicated, simplify, like a machete cutting through the bush.""
""""
""I get it, simple is hard, it requires a lot more thought. Use Gen AI to delegate what keeps you from doing that, and use your time to creatively and relentlessly pursue the simple.""
""""
""Your senior folks have learned over time mostly tacit and tribal knowledge about what needs to be done to tame the complication. Now is more important than it's ever been to write it down. Talk about it. Find the words. This is a new skill, it's OK to not be automatically good at it.""
""""
""If Gen AI brings us nothing, it has gotten us talking and writing better about the code and systems we make, as we struggle to guide these agents. This side effect is, IMO, the greater good they've brought into the world.","","",MEMBER_NETWORK
2025-11-07 00:33:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7392358378699792384,"What's a software team anymore? Is the new 3-person team the maker, the customer, the agent?""
""""
""We burn so much $ under the weight of over-engineered systems, because complexity used to be cheaper than simplicity. That isn't the case now.""
""""
""Current agents still fight me on simplicity, they just haven't seen a lot of examples. It's OK, I'm here for them. Right now, it's what they need us for.""
""""
""And the technology you're asking the agents to work with? Just like with humans, it has a massive impact on outcomes. Use the right technology, and your pace is unbeatable.","","",MEMBER_NETWORK
2025-11-06 13:28:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7392191067728658432,"If you like coding, delegate other things to your agents. You probably like it because it's interesting and maybe you're good at it or aiming to get better at it.""
""""
""Delegate the other stuff. If the tools don't exist to facilitate that, make them.""
""""
""I was already on the track, but Seth's blog post today is yet another anchor to stay on it. https://lnkd.in/eTf7HcVn","","",MEMBER_NETWORK
2025-11-03 03:43:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7390956641283911680,"This weekend's project was a tool to help me rename all my screenshots and other images with generic filenames in my notes to properly named files based on the contents in the image.""
""""
""As I continue to refine how I work with an agent in building systems like this, I'm always curious as to the behaviours of different agents, and will often compare between Copilot, Junie, Claude Code, and the results each of them generates.""
""""
""https://lnkd.in/e8y8JPdv","","",MEMBER_NETWORK
2025-10-28 23:21:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7389078915497041920,The mobile LinkedIn app has no way for me to make a new post. 🤦🏼‍♀️,"","",MEMBER_NETWORK
2025-10-23 20:25:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7387222539309162496,"I have just started reading through this, it’s brilliant, and easy to digest.","","",MEMBER_NETWORK
2025-10-22 23:40:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7386909269096407040,"The ScreenPlay Pattern was a thing that built on the old PageObjects idea in the testing community, I liked it because it changed the focus from technology (a web page) to a user (actors, their goals, how they interacted with the system to achieve those goals).""
""""
""I've been taking it further in this thought experiment I've been doing. Adding a Story Mapping overlay to capture a richer user narrative, an Experiential overlay to gather sentiment about how users feel about aspects of their journey. Feels like useful product development abstractions.""
""""
""Curious if I can close the loop on it with the current state of available technologies. Learned today that the real-time OpenAI APIs for spoken conversation support tool-calling, so ... interesting things afoot.""
""""
""https://lnkd.in/eC-rRzeA","","",MEMBER_NETWORK
2025-10-21 21:17:13,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7386510898661855232,"If you haven’t met Jeff, he’s a magician. Literally and figuratively.","","",MEMBER_NETWORK
2025-10-13 13:16:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7383490712064925696,"In a typical ensemble session, the focus is the code, a single role's artifact. Everyone has to visualize or verbally discuss their concerns while looking at the code. What if they could each see, instead of code, a more direct representation of their concerns produced from the code itself?""
""""
""The code is the source of truth of the system under development. It is what users see, navigate, interact with. What if it were also the source of truth for the other concerns around it? Architecture, design, interaction, user capabilities.""
""""
""What if we could also visualize the higher-order concerns from the reality of the code? Will it scale, and in what dimensions? How well does it adhere to our visual and interaction design language? Can it actually allow customers to achieve their goals?""
""""
""Going from the ambiguous to the precise is difficult. What difficulties await us in going from the precise to the ambiguous or abstract? One would think it's easy to shed detail, but despite it being a popular use-case for LLMs, they're expensive for and not great at summarizing compared to models tuned for that purpose.""
""""
""I'm riffing here on what I believe is the core ability of our most experienced developers, to see the higher order concepts - as was so effectively communicated in The Matrix (1999). To see the woman in the red dress among the sea of code. What if everyone could see her? Talk to her?","","",MEMBER_NETWORK
2025-10-12 23:41:46,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A7383285787649388544,Prototyping some stuff. The MCP server provides a domain API to update an Actor/Goal/Task/Interaction/Question system in response to an ongoing Gen AI agent conversation. The domain screenplay on the right was a simple event generator for the MCP calls.,"","",MEMBER_NETWORK
2025-10-12 12:27:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7383116191772409857,"We're obsessed with the wrong problem.""
""""
""Everyone's chasing ""AI makes developers code faster."" But that's not where the bottleneck is.""
""""
""The bottleneck is alignment.""
""""
""How much time do your teams spend in:""
""""
""- Meetings that could have been clearer""
""- Rework because intent got lost in translation""
""- Waiting for the designer/PM/architect to clarify something""
""- Debating decisions that should have been made weeks ago""
""""
""I've been experimenting with something different for greenfield work: ensemble coding sessions where cross-functional teams (designer, PM, architect, developer) build together in real-time with an LLM as the synthesis engine.""
""""
""Not mob programming where one person types and everyone watches.""
""""
""Real-time intent negotiation where:""
""""
""- The designer corrects UX patterns immediately""
""- The architect flags structural conflicts as they emerge""
""- The PM keeps scope in check""
""- The developer ensures technical soundness""
""""
""Start with an empty repository. End the session with a working prototype, specification, examples.""
""""
""No follow-up meetings. No ""I'll get back to you."" No documents that get ignored.""
""""
""The hypothesis: **coordination failures drop when everyone can see their intent materialize into code immediately.** Compress weeks of back-and-forth into hours of productive synthesis.""
""""
""This isn't about typing faster. It's about dissolving the translation layers between how people think and what gets built.""
""""
""Still early, still exploring. But the question feels right: what if the real power of AI in development is getting cross-functional teams aligned, not just making developers more productive in isolation?""
""""
""Curious if others are thinking about this, or if you'd like to explore what a session might look like.","","",MEMBER_NETWORK
2025-10-10 10:07:40,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7382356132478095360,"Look, most commercially written code is an exercise in pattern replication. We're not inventing anything, we're looking at a pattern and replicating it for ourselves. Some industries have more of this than others, and it's why CRUD became such a well-heeled word.""
""""
""Transformer models that have driven the current ""AI"" craze excel at pattern recognition and replication. Excel to the point where they can even fool us into thinking they're doing more than regurgitating things they've seen before.""
""""
""As such, the majority activity in commercially written code can leverage them to incredible effect. Well organized code-bases with obvious patterns reinforce its ability to produce more of the same too, though these can also be rare. Over time, by nature, I think they will act as a force to move code bases to be more like that.""
""""
""If this is what our organizations want, it behooves us as professionals to give it to them. If only there was a tool that could take that work off our mind so that we can put our attention to better work...""
""""
""There are many developers with the experience to realize this is not the core of our profession, it cannot help us distill and create new patterns. It can feel like the frenzy of ""look ma, it can write code!"" devalues what we do.""
""""
""Tools like Figma didn't devalue design. They took a bunch of drudgery away so designers could focus on design systems rather than replicating the patterns of the design system they already invented.""
""""
""So, here we go. What are WE going to do with this opportunity?","","",MEMBER_NETWORK
2025-10-07 23:40:14,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7381473462432833536,"Over the coming months, I expect to be planning what's next for me. Weird that LinkedIn thinks the first thing I should do is choose a job title.","","",MEMBER_NETWORK
2025-09-26 11:50:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7377308693459050496,"I always urge folks not to bother with Gherkin if nobody is consuming that content. Just write the so-called ""tests"" (checks) from the BDD perspective, even using describe/should test frameworks is just semantics.""
""""
""If folks actually read and use the Gherkin documentation that explains how people get value from the system, then sure, but so often it's lost in a sea of ""don't care get the feature done"" and other artifacts they create that duplicate (or they think duplicate) this work. And something I've often seen, is it isn't really useful because the Gherkin wasn't written from a BDD perspective.""
""""
""IMO the opportunity with Gen AI is that it's so good at word and idea refactoring. It can be used to expose assumptions, find gaps, through elaborating and summarizing, and any number of transformations. Microsoft/Github's spec-kit framework has good examples of this, but folks leveraging the technologies for months or years have already worked out their own systems to do what spec-kit does.""
""""
""Like round-tripping as a validator between English/French/English to rate the translator, we can do the same transforming between documents, and even code (you can express the ideas in English, or in code, and translate them back).""
""""
""Exciting times!","","",MEMBER_NETWORK
2025-09-24 23:46:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7376764106571218944,"Got to hang for too short a time (and virtually) with MJ Petroni the other day. Trading observations, tool tips, all around the AI world. As always, afterwards my mind spins for days with cool ideas, things I could try, things I could do better.""
""""
""You know, the technology is the technology, and that's fine and all, but what really makes the world turn is how folks use it, how we use it together, how it could help us see and be who we are just a little bit more authentically.","","",MEMBER_NETWORK
2025-09-16 13:40:38,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7373712418209951744,"Wired article on Perl. The 3 internet provider businesses I started in the '90s, my Perl billing systems ran their finances. TMTOWDI and YAGNI, Larry Wall and Randal Schwartz were in my head. My first two large scale content management platforms were also Perl based until I started my consultancy in 2002 and moved towards PHP and Java.""
""""
""The article gets some right, but some really important bits wrong lol. eg Ternaries (the comment about the colon and question mark) have been a long time language feature with an aesthetic and ergonomics uniquely fitting to certain situations. They're not some Perl oddball. Even the flipped ""unless"" grew up in Perl and Ruby I think about the same time.""
""""
""I do agree though, dogma has never truly had a place. Software is created by humans for humans, it's as messy as we are.""
""""
""It adds a bit of depth to this whole Gen AI movement, where people ask (rightfully) who cares about the code if the problem is solved reliably? If we can just generate a new solution when the current one fails us?""
""""
""Developers - trust your gut. Yes, it's the wrong question, but we need to sort out how to best articulate why this puts a lump in the pits of our stomachs.""
""""
""Tell people specifically how Gen AI fails so spectacularly, and if you're trying and failing to ""context engineer"" your way towards making it work, don't let folks gaslight you into thinking you're just doing it wrong. Maybe you are, but maybe you aren't.","","",MEMBER_NETWORK
2025-09-16 12:21:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7373692498113617920,"There's always a statistically most likely next token. Always. This extends too, there's always statistically 10 closest matches in embedding space for your RAG. Are they relevant or helpful? Dunno, but it's quite clear which they are and the algorithm says to present them 😀""
""""
""Oh, you actually have a problem to solve, and not just any old solution will do? Well time to put on your thinking cap, because transformers don't have one.""
""""
""Gen AI is a tool. No smarter than your hammer or saw. They'll help you get your house built, for sure, when you use them well.","","",MEMBER_NETWORK
2025-09-16 12:14:31,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7373690749424508928,"Read news about Canada not buying Canadian for the jobs program. Go to the FF website and try to sign up. Error page.""
""""
""You know, if Canadian tech companies want to do better, we need to start paying attention to the people that know how. Mistakes happen, sure, but this shakes confidence.""
""""
""We need to actually do better. If you're not sure how, I've got a whole community, Canadians in Canada, that can show you a thousand ways to do so. Trick is, you gotta listen to them. Listen to them harder than your damn BCG or Deloitte or McKinsey bus-bros, because statistically my experience says they're clueless but they sure know how to sell to corporate Canada.""
""""
""Wanna buy Canadian and help build this country? Put your money where your mouth is.""
""""
""And don't give me some BS about the gov't just ""going to where the majority of postings are"" - it's like saying we didn't shift the dirt to the garden and left it in the driveway because that's where it was anyways, and besides a driveway garden is a neat and innovative idea. Canadian businesses and citizens (especially in this climate) will try damn near anything to find work and people, I bet they'd have given it a shot.""
""""
""Had they not been hit with an error page.","","",MEMBER_NETWORK
2025-09-03 10:58:47,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7368960648082251778,"If the only adequately precise specification for a software system is it's actual source-code, what are we doing tinkering with all these markdown specs for Gen AI?""
""""
""It kind of feels like make-work just to force ourselves to use Gen AI.""
""""
""And fobbing decisions we used to make onto some magic 8-ball.""
""""
""Going from the non-specific to the specific demands a ton of decisions, and orgs that think they can eliminate decisions, or worse think real hard up front to narrow all the remaining decisions down to ""technical decisions,"" are intentionally building technical debt. Not technical debt like shortcuts people took to implement quickly, but technical debt like the differential between what the source code does and the actual business solution domain.""
""""
""If you think ""technical decisions"" have no impact on the future of the business problem or solution domain, I've got some really bad news for you.","","",MEMBER_NETWORK
2025-08-22 12:32:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7364635455083945984,"I know a lot of my posts lately are how about LLMs can do terrible things, so let's take the topic of affordances and talk about how an LLM can augment the best things you do as a human.""
""""
""In XP, we'd talk about things like ""onsite customer"" - organizing ourselves in such a way that we can explore and exploit that proximity for richer interactions that can help us make better decisions more quickly about what we can do for them that would be more successful.""
""""
""Unfortunately, over 25 years later, here we are and we still seem to have so much distance between the people building ""the thing"", and the customers who have goals we want them to accomplish with ""the thing"".""
""""
""Even used in the simplest way, when you do not have an opportunity to empathize with your specific customers, there's a lot of material LLMs have been trained on. You can leverage them to go from poor outcomes towards mediocre outcomes with little effort.""
""""
""But also, you can ask LLMs to explore its statistical meanderings with temperature and top_q parameters - so you can go from a steady mean, to variations in and around the mean.""
""""
""So, LLMs can spit out a lot of code quickly. And we've invented things like A/B/n testing, canary releases, and the like.""
""""
""Want to determine YOUR customers' preferences? Leverage the model to generate n variations on your baseline to try. If you're an experienced developer, and have the words to guide it, you might prompt it to leverage polymorphism or apply the L in SOLID (Liskov Substitution Principle) in the code it writes so you can have it more clearly add new variations or rip out non-working variations quickly as you see your best customer outcomes.""
""""
""Knowing how to wield temperature and top_q, while we don't get the best results when we do this to generate code, if you use your LLM to plan an approach, and then implement that approach, you can leverage different models and parameters for each step.""
""""
""You just gotta know how to wield it, intentionally, to the outcomes YOU seek as a developer, so that you can leverage that development skill, augmented by the Gen AI, to the benefit of your business.","","",MEMBER_NETWORK
2025-08-22 11:44:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7364623414080249856,"Imagine you could only experience the world via words. I'm sure you can come up with examples in your own life where a text message or email, which is also only words, was misconstrued. Maybe even to disastrous consequence.""
""""
""As humans, we experience each other and the world around us through our many senses, the intersection of which can lead to comparatively profound richness of understanding.""
""""
""And LLMs, transformer models, only have words, statistically muddied echos of the myriad ways humans have attempted to express our experiences in words.""
""""
""I've written a bit this week about affordances, those elements of design that when artfully applied can lead to delight. We learn about what affordances we could create through rich interaction, through empathy, through compassion.""
""""
""If you're mired in existential thoughts around this new Gen AI world, thinking ""if my value was never in [typing code, writing content, sketching designs] than what is it?"" then find and reflect over the affordances you've built into your work product based on your interactions with customers and stakeholders because of your empathy and compassion.""
""""
""Those, my friend, are what only you can bring to the table.","","",MEMBER_NETWORK
2025-08-19 12:13:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7363543690583105536,"The software development industry is on the verge of profound change. Well, so are many industries, but this one is mine, so my attention's mostly here. OpenAI and Anthropic and many other companies are actively gunning for existing developer jobs. They're currently missing the mark, but their aim will improve.""
""""
""From far enough away, it looks like all a developer does is type code, and people believe Gen AI will type code just fine (just like its grammar and spelling is impeccable, so is its code syntax). The time is past due to dig deeper towards a better definition of what you do. There is one, and we need to find our collective voice as to what that job actually is, because that's your new resume""
""""
""By the time companies realize that typing code wasn't the bottleneck, start to feel what is missing when they lay off ""code typers"" in favour of AI agents, they're really gonna need you for what you did when you weren't distracted by typing code.","","",MEMBER_NETWORK
2025-08-15 11:44:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A7362086675914579970,"This is my last post in the breakdown of the letters of my CRAFT context engineering framework.""
""""
""We’ve covered:""
""""
""C – Chunk: build small, coherent, composable knowledge units.""
""R – Resist: keep that knowledge clean, free of contradictions.""
""A – Adapt: adjust the level of detail to the task.""
""F – Fit: deliver only what’s truly relevant.""
""""
""Today is T, ""Transcend"".""
""""
""Even the best‑crafted knowledge is useless if it’s locked into one format, one platform, or one person’s head. “Transcend” means designing knowledge so it’s independent of where it lives or how it’s stored, so it stays usable no matter how the tools change.""
""""
""In reality, our knowledge is scattered — some in Google Docs, some in a README, some in Slack threads, some in a PDF buried in Legal’s shared drive. Without transcendence, working with it is like following a brittle treasure map: ""Check Confluence for the API patterns, then GitHub for examples, then Slack #dev-chat for the latest fix..."" — guaranteed to break as soon as one link or platform changes.""
""""
""With transcendence, you can ask for what you need and get it in a consistent way, regardless of whether it’s moved from Confluence to Notion, GitHub to GitLab, or PDF to HTML. It’s storage‑agnostic.""
""""
""Think of it like giving directions: a fixed street address breaks when you move, but “Ask at the front desk for me” still works.""
""""
""Transcend future‑proofs your knowledge system. It keeps your context portable, adaptable, and resilient — because your best ideas shouldn’t expire just because the filing cabinet moved.""
""""
""This principle underpins my Context Mixer product, which I’m building as a reference implementation for CRAFT. It’s a tough problem, but also a lot of fun to explore.","","",MEMBER_NETWORK
